,genres,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
93831,"Adventure, Indie, Simulation",S.O.R.S,374620,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93832,"Free to Play, Indie, Massively Multiplayer, RPG, Strategy",Elemental Heroes,432290,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2016
93833,"Free to Play, Massively Multiplayer, RPG, Strategy",Elemental Heroes - Quick Starter Pack,449600,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2016
93834,"Action, Indie",Super Kitty Boing Boing,440380,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93835,"Action, Indie",Momodora: Reverie Under the Moonlight OST,449360,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93836,"Action, Indie",Momodora: Reverie Under The Moonlight,428550,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93837,"Indie, Strategy",Yrminsul - Deluxe Content,443470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93838,Strategy,Highland Warriors,446460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
93839,Simulation,New York Bus Simulator,446480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93840,Simulation,New York Taxi Simulator,446470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93841,Casual,Doctor Watson - The Riddle of the Catacombs,446440,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93842,"Indie, RPG, Strategy",Rhino's Rage,433210,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93843,"Casual, Indie",But to Paint a Universe - Soundtrack,450780,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93844,Casual,Backstreets of the Mind,449350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93845,"Free to Play, Indie, RPG, Simulation",CUPID - A free to play Visual Novel,421670,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2016
93847,"Action, Casual, Indie",Alphabeats: Master Edition,420160,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93848,"Free to Play, Massively Multiplayer, RPG, Strategy",Elemental Heroes - Blue Mage 20th Level Set,449601,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2016
93849,"Adventure, Indie",Act 3 Soundtrack,371870,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93850,"Free to Play, Massively Multiplayer, RPG, Strategy",Elemental Heroes - Blue Fighter 20th Level Set,449603,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2016
93851,"Free to Play, Massively Multiplayer, RPG, Strategy",Elemental Heroes - Blue Scout 20th Level Set,449602,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2016
93852,"Action, Casual, Indie, Racing, Simulation, Sports",Wild Animal Racing,389510,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2016
93853,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Season Pass,416424,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93855,"Action, Indie, Racing, Sports",Rocket League® - Batman v Superman: Dawn of Justice Car Pack,438690,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2016
93856,"Adventure, Casual, Indie",The Next World,427860,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93858,"Action, Adventure, RPG",Tom Clancy’s The Division™,365590,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93859,"Action, Casual, Indie, Simulation, Sports, Strategy",Cue Club 2: Pool &amp; Snooker,366690,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2016
93862,"Free to Play, Indie, RPG, Strategy, Early Access",Labyrinth,412310,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2016
93863,"Casual, Strategy",Heal Them All,408880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93864,Simulation,OMSI 2 Add-On Citybus O305G,434062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93865,Simulation,OMSI 2 Add-On Citybus O405/O405G,434061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93866,Strategy,Star Realms,438140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93871,Simulation,FSX: Steam Edition - Heraklion Airport (LGIR) Add-On,379586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93872,Simulation,FSX: Steam Edition - Kastellorizo Airport (LGKJ) Add-On,379587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93873,Simulation,FSX: Steam Edition - Thessaloniki Airport (LGTS) Add-On,379588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
93874,"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - 2015 Honda CRF250R MX,429908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93875,"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - 2015 Honda CRF450R MX,430310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93876,"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - Honda TRX450R ATV,430311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93877,"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - 2015 Suzuki RMZ250 MX,430316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93878,"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - 2015 Suzuki RMZ450 MX,430317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93879,"Action, Adventure",Just Cause™ 3 DLC: Sky Fortress Pack,400551,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93880,"Racing, Simulation, Sports",MX vs. ATV Supercross Encore - Suzuki LT450R ATV,430315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
93882,RPG,Mind Zero,322630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
93884,"Action, Adventure, Indie",From Earth,334370,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93886,"Casual, Simulation, Strategy",Drawn®: Dark Flight™ Collector's Edition,451140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
93887,"Indie, Racing",Race.a.bit,336030,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
93888,"Action, Adventure, Indie",Porradaria 2: Pagode of the Night,431220,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93889,"Action, Simulation, Sports",Casey Powell Lacrosse 16,353890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016
93890,"Adventure, Indie",Case #8,448350,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93891,"Action, Indie",Carnivore Land,397860,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93892,"Casual, Indie",RePete,448010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93894,"Adventure, Casual, Indie, RPG, Simulation",Panzermadels: Tank Dating Simulator,379980,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
93895,"Action, Adventure, Indie",Robert Mensah's Sins Of The Father,450840,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93896,Casual,Doctor Watson - Treasure Island,446430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93897,"Action, Adventure",Alekhine's Gun,406720,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93898,Casual,Bloonz Toonz,304190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93899,Action,HITMAN™,236870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93900,"Action, Casual, Indie",Infinity Wings - Scout &amp; Grunt,448790,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93903,"Adventure, Indie",Astroloco: Worst Contact,357490,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93904,"Action, Indie, Simulation",Sparkle ZERO,448000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93906,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Shikamaru's Tale Extra Scenario Pack,416420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93907,"Casual, Indie",Burst,454080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93908,"Action, Adventure, Indie",Unknown Battle,443940,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93910,"Adventure, Indie",Quantum Conscience - Original Soundtrack,454660,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93911,"Action, Adventure, Indie, Strategy",DGU -Sinister Semester,381160,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93914,Strategy,"Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord",378041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93917,"Indie, RPG, Strategy",Sheltered,356040,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93921,"Action, Casual, Indie, Simulation",Envoy,447970,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93922,"Casual, Indie, RPG, Strategy",Royal Heroes,439920,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93924,"Casual, Indie, Simulation",Sophie's Curse,446380,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93926,Casual,Hidden Object 6-in-1 bundle,448400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93927,"Action, Indie, Strategy",C.R.E.E.P.S,387400,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93928,"Indie, Simulation",Chesster,352050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
93929,"Adventure, Indie, Strategy",Wyrmsun: Brising Faction Flair Pack,445341,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93930,"Adventure, Indie, Strategy",Wyrmsun: Frankish Faction Flair Pack,445340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93931,Adventure,Obscuritas,441680,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93932,Action,DARIUSBURST Chronicle Saviours - Night Striker,428600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93933,Action,DARIUSBURST Chronicle Saviours - Metal Black,428601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93934,Action,DARIUSBURST Chronicle Saviours - RayForce,428602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93935,"Action, Casual, Indie, Strategy",101 Ways to Die,413480,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93937,"Adventure, Indie, RPG",Calcu-Late,449200,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93938,"Free to Play, RPG",Jesus Christ RPG Trilogy,449040,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2016
93939,"Casual, Indie",Cubicolor,454190,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93940,"Action, Casual, Indie",Defy Gravity Extended,96100,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93941,"Action, Indie",Defy Gravity - Soundtrack,451030,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93942,"Adventure, Casual, Indie",Rising Angels: Hope,368150,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93945,"Adventure, Indie",A Room Beyond,454330,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
93947,"Free to Play, Indie, Strategy",Forgotten Myths CCG,299910,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016
93952,Strategy,Soban Fleet Pack,433241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
93954,"Adventure, Indie, RPG",Candice DeBébé's Incredibly Trick Lifestyle,453790,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93955,"Adventure, Indie",Nelly Cootalot: The Fowl Fleet,317320,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93956,"Adventure, Indie",Mimpi Dreams,444770,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93957,"Action, Adventure, Indie, Racing",Trigger Runners Remastered Soundtrack,450890,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
93958,"Action, Adventure, Indie, Racing",Trigger Runners Soundtrack,450870,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
93959,"Adventure, Indie, RPG",Borstal,453730,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93960,"Action, Indie",Wish Project,367140,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93961,"Action, Adventure, Indie",Vortex: The Gateway,406170,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93962,"Action, Indie, RPG",Zombasite,408960,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93966,"Action, Adventure, Indie, Racing, Simulation, Sports",Sky To Fly: Faster Than Wind,403850,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2016
93967,"Action, Adventure, Casual, Racing, RPG, Sports, Strategy",Atari Vault,400020,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2016
93969,"Indie, Racing",PolyRace,384330,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
93971,"Adventure, Casual, Indie",Samorost 3,421120,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93972,"Adventure, Casual, Indie",Paws: A Shelter 2 Game,434000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93973,"Adventure, Casual, Indie",Samorost 3 Soundtrack + Art Book,455370,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93974,"Action, Casual, Indie",Escape: Close Call,448380,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93975,"Indie, Simulation, Strategy",Villagers,412460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93976,"Free to Play, Indie, Simulation, Early Access",MachineCraft,397100,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2016
93977,Casual,Heartomics: Nokori,455970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93978,"Adventure, Indie, Simulation, Strategy, Early Access",Galactineers,424850,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
93979,"Action, Indie",Hush Hush - Unlimited Survival Horror,449500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93981,"Indie, Strategy",Space Food Truck,397390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
93982,"Action, Adventure, Indie, RPG, Strategy",Thorne - Death Merchants,451920,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93983,"Action, Adventure, Indie, Early Access",At the Mountains of Madness,393820,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93984,Indie,Polyology,450650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93985,"Free to Play, Massively Multiplayer, RPG",Tree of Savior (English Ver.),372000,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
93986,"Action, Adventure, Indie, RPG, Simulation, Strategy",Waste Walkers Deliverance,439900,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
93988,"Action, Casual, Indie","Linea, the Game - Broken Chiptunes",453330,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93990,"Adventure, Indie, RPG",Guns of Infinity,446330,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
93992,"Action, Free to Play, Indie",Holodrive - Early Access Supporter Pack,429310,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
93995,"Action, Adventure",LEGO® MARVEL's Avengers DLC - The Masters of Evil Pack,439500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93996,Action,LEGO® MARVEL's Avengers Season Pass,426860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93997,"Adventure, Indie, RPG",Sabres of Infinity,446310,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
93998,"Action, Adventure",LEGO® MARVEL's Avengers DLC - Classic Captain Marvel Pack,439501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
93999,"Action, Adventure, Indie",Terrarium Land,438780,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94006,"Adventure, Indie, Simulation, Early Access",Pandora`s room,440720,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
94009,"Action, Racing",Road Madness,457710,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
94011,"Action, Adventure, Indie, RPG",Hyper Light Drifter,257850,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
94013,"Action, Adventure, Indie",Super Robot Jump Jump,422980,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94014,"Adventure, Indie",Silver Creek Falls - Chapter 3,441060,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94015,Action,GUILTY GEAR 2 -OVERTURE-,437000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94017,Action,ABRACA - Imagic Games,345990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94018,"Action, Adventure, Indie",Rynn's Adventure: Trouble in the Enchanted Forest,420500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94020,Action,Remnant Resistance Pack,419110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94021,"Action, Indie, Racing",Draw Rider,448610,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
94023,"Adventure, Free to Play, Indie, RPG, Early Access",Origin Of Destiny: Crimson Awakening,448570,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2016
94024,"Adventure, Indie",The Minims,442770,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94026,"Casual, Indie",Christmas Adventure: Candy Storm,456430,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94027,"Adventure, Indie",Adam's Venture: Origins,400360,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94029,"Casual, RPG, Simulation","Forgotten, Not Lost - A Kinetic Novel",457490,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016
94031,"Indie, Strategy",Defend Your Crypt,457450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
94032,"Action, Indie, Sports, Early Access",Super Arcade Football,420550,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
94033,"Adventure, Indie",Anna's Quest,327220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
94034,Indie,Green Game: TimeSwapper,432990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94035,"Action, Casual, Indie",A grande bagunça espacial - The big space mess,449220,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94049,"Simulation, Strategy",Expansion - Europa Universalis IV: Mare Nostrum,436120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
94051,"Strategy, Early Access",StarFringe: Adversus,458030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
94060,"Action, Indie, RPG",Good Robot,358830,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
94063,Simulation,Train Simulator: Class 156 Loco Add-On,65217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
94065,Action,DARIUSBURST Chronicle Saviours - Space Harrier,428603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94066,Action,DARIUSBURST Chronicle Saviours - Fantasy Zone,428605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94067,Action,DARIUSBURST Chronicle Saviours - Galaxy Force II,428604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94068,"Action, Adventure, Indie",NO THING,444800,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94069,"Casual, Indie",Slime Jumper,408240,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94070,Simulation,Train Simulator: Arriva Trains Wales DMU Pack Add-On,376941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
94071,Simulation,Train Simulator: South Wales Coastal Route Add-On,376940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
94072,"Action, Indie",Jet Set Knights,405550,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94073,"Adventure, Casual, Indie, RPG, Strategy",Epic Quest of the 4 Crystals - Deluxe Contents,425380,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
94074,"Action, Adventure",The Ables: Freepoint High,427640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
94075,"Casual, Free to Play, Indie",Antenna,443580,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
94076,"Adventure, Casual",Secret of the Pendulum,434540,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94078,"Action, Adventure, Indie, RPG",Silver Bullet: Prometheus,446250,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
94079,"Action, Indie",Neo Aquarium Soundtrack,444390,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94080,"Indie, Simulation, Strategy",Automata Empire,423800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
94081,"Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training, Utilities",S2ENGINE HD,443970,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2016
94082,"Action, Adventure, Indie, RPG",Warden: Melody of the Undergrowth,338310,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
94083,"Action, Indie, RPG, Simulation, Early Access",The Contact,394010,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
94085,"Indie, Simulation, Strategy, Early Access",Judgment: Apocalypse Survival Simulation,455980,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
94086,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access",Hide &amp; Hold Out - H2o,377140,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2016
94088,"Indie, Simulation, Strategy",Democracy 3 Africa,427470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
94095,Casual,Discovering Colors - Animals,411870,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
94096,"Indie, Simulation",Euro Truck Simulator 2 - Wheel Tuning Pack,388475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
94097,"Indie, Simulation",American Truck Simulator - Wheel Tuning Pack,450550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
94098,"Action, Casual, Indie, Strategy",Hero Quest: Tower Conflict,453820,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
94099,"Simulation, Strategy",Twilight Struggle,406290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
94101,"Indie, Early Access",Veer,405530,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94102,"Action, Free to Play, Indie",Clash of the Monsters,431500,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
94103,"Action, Adventure, Indie, Early Access",Welkin Road,432720,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
94104,"Casual, Free to Play, Simulation",Lucid9: Inciting Incident,439940,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2016
